regime,prevalence,policy,knob,coverage,escalation_rate,false_reject_rate,false_accept_rate,cost_per_item
target_0.02,0.02,naive,0.8783583277662594,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.9066924673716227,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.9350266069769859,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.963360746582349,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.9916948861877123,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,1.0200290257930755,0.9759294937487191,0.024070506251281,0.0,1.0,0.2223898339823734
target_0.02,0.02,naive,1.0483631653984387,0.9757614265218283,0.02423857347817176,0.0,1.0,0.2208772289403566
target_0.02,0.02,naive,1.076697305003802,0.9755933592949375,0.024406640705062512,0.0,1.0,0.21936462389833977
target_0.02,0.02,naive,1.1050314446091651,0.9515228530436566,0.04847714695634352,0.0,1.0,0.24175445788071323
target_0.02,0.02,naive,1.1333655842145283,0.9515228530436566,0.04847714695634352,0.0,1.0,0.24175445788071323
target_0.02,0.02,naive,1.1616997238198916,0.9513547858167659,0.04864521418323427,0.0,1.0,0.24024185283869642
target_0.02,0.02,naive,1.1900338634252547,0.9510186513629844,0.04898134863701578,0.0,1.0,0.23721664275466284
target_0.02,0.02,naive,1.2183680030306179,0.927116212338594,0.07288378766140603,0.0,1.0,0.2611190817790531
target_0.02,0.02,naive,1.2467021426359812,0.9028776388604222,0.09712236113957778,0.0,1.0,0.2819963107194098
target_0.02,0.02,naive,1.2750362822413444,0.9020373027259684,0.09796269727403156,0.0,1.0,0.2744332855093258
target_0.02,0.02,naive,1.3033704218467077,0.8540643574502973,0.14593564254970282,0.0,1.0,0.3207255585160894
target_0.02,0.02,naive,1.3317045614520708,0.8291535150645624,0.17084648493543758,0.0,1.0,0.3355523672883788
target_0.02,0.02,naive,1.360038701057434,0.7808444353351096,0.21915556466489033,0.0,1.0,0.37881943021110887
target_0.02,0.02,naive,1.3883728406627973,0.7561016601762656,0.24389833982373438,0.0,1.0,0.3951588440254151
target_0.02,0.02,naive,1.4167069802681604,0.7547571223611396,0.24524287763886043,0.0,1.0,0.38305800368928067
target_0.02,0.02,naive,1.4450411198735236,0.7286698093871695,0.2713301906128305,0.0,1.0,0.3872965771674524
target_0.02,0.02,naive,1.473375259478887,0.6303709776593565,0.3696290223406436,0.0,1.0,0.45870465259274446
target_0.02,0.02,naive,1.50170939908425,0.4857798729247797,0.5142201270752202,0.0,1.0,0.5915310514449683
target_0.02,0.02,naive,1.5300435386896132,0.4366304570608731,0.5633695429391269,0.0,1.0,0.6272350891576143
target_0.02,0.02,naive,1.5583776782949765,0.2193236318917811,0.7806763681082189,0.0,1.0,0.8226931748309081
target_0.02,0.02,naive,1.5867118179003397,0.1211928673908588,0.8788071326091412,0.0,1.0,0.8956138552982168
target_0.02,0.02,naive,1.6150459575057028,0.02457470793195327,0.9754252920680468,0.0,1.0,0.9821479811436771
target_0.02,0.02,naive,1.6433800971110661,0.00033613445378151256,0.9996638655462184,,1.0,1.0030252100840336
target_0.02,0.02,naive,1.6717142367164293,0.00016806722689075628,0.9998319327731092,,1.0,1.001512605042017
target_0.02,0.02,naive,1.7000483763217926,0.0,1.0,,,1.0
