regime,naive_cost,break_even_cost,review_cost,ours_cost,escalation_rate,beats_naive
native,1.06875,1.5144230769230766,2.0596153846153844,1.1073677884615385,0.01875,False
native,1.06875,1.5144230769230766,2.0798076923076922,1.119248798076923,0.00625,False
native,1.06875,1.5144230769230766,2.0999999999999996,1.119375,0.00625,False
native,1.06875,1.5144230769230766,2.1201923076923075,1.119501201923077,0.00625,False
native,1.06875,1.5144230769230766,2.1403846153846153,1.1196274038461538,0.00625,False
native,1.06875,1.5144230769230766,2.1605769230769227,1.1197536057692308,0.00625,False
native,1.06875,1.5144230769230766,2.1807692307692306,1.1198798076923075,0.00625,False
native,1.06875,1.5144230769230766,2.2009615384615384,1.1200060096153845,0.00625,False
native,1.06875,1.5144230769230766,2.221153846153846,1.1201322115384615,0.00625,False
native,1.06875,1.5144230769230766,2.2413461538461537,1.1202584134615385,0.00625,False
native,1.06875,1.5144230769230766,2.2615384615384615,1.125,0.0,False
native,1.06875,1.5144230769230766,2.281730769230769,1.125,0.0,False
native,1.06875,1.5144230769230766,2.3019230769230767,1.125,0.0,False
native,1.06875,1.5144230769230766,2.322115384615384,1.125,0.0,False
native,1.06875,1.5144230769230766,2.342307692307692,1.125,0.0,False
native,1.06875,1.5144230769230766,2.3625,1.125,0.0,False
native,1.06875,1.5144230769230766,2.382692307692307,1.125,0.0,False
native,1.06875,1.5144230769230766,2.402884615384615,1.125,0.0,False
native,1.06875,1.5144230769230766,2.423076923076923,1.125,0.0,False
target_0.02_realistic,1.156,0.9684466019417476,0.0,0.0,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.025485436893203883,0.02548543689320389,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.050970873786407765,0.05097087378640778,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.07645631067961164,0.07645631067961164,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.10194174757281553,0.10194174757281556,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.12742718446601942,0.12742718446601942,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.1529126213592233,0.1529126213592233,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.1783980582524272,0.17839805825242722,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.20388349514563106,0.20388349514563112,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.22936893203883493,0.22936893203883496,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.25485436893203883,0.25485436893203883,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.2803398058252427,0.28033980582524265,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.3058252427184466,0.3058252427184466,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.33131067961165045,0.3313106796116504,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.3567961165048544,0.35679611650485443,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.38228155339805825,0.3822815533980583,1.0,True
target_0.02_realistic,1.156,0.9684466019417476,0.4077669902912621,0.40110679611650485,0.9836666666666671,True
target_0.02_realistic,1.156,0.9684466019417476,0.433252427184466,0.42617597087378645,0.9836666666666671,True
target_0.02_realistic,1.156,0.9684466019417476,0.45873786407766987,0.45124514563106793,0.9836666666666671,True
target_0.02_realistic,1.156,0.9684466019417476,0.4842233009708738,0.47631432038834953,0.9836666666666671,True
target_0.02_realistic,1.156,0.9684466019417476,0.5097087378640777,0.5013834951456311,0.9836666666666671,True
target_0.02_realistic,1.156,0.9684466019417476,0.5351941747572815,0.5264526699029126,0.9836666666666671,True
target_0.02_realistic,1.156,0.9684466019417476,0.5606796116504854,0.5332063106796116,0.9510000000000003,True
target_0.02_realistic,1.156,0.9684466019417476,0.5861650485436893,0.5773257281553398,0.9508000000000003,True
target_0.02_realistic,1.156,0.9684466019417476,0.6116504854368932,0.6611902912621357,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.6371359223300971,0.6854065533980581,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.6626213592233009,0.7096228155339805,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.6881067961165048,0.7338390776699029,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.7135922330097088,0.7580553398058254,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.7390776699029126,0.7822716019417474,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.7645631067961165,0.8064878640776701,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.7900485436893203,0.830704126213592,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.8155339805825242,0.8549203883495146,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.8410194174757282,0.879136650485437,0.9502,True
target_0.02_realistic,1.156,0.9684466019417476,0.866504854368932,0.9430063106796116,0.9498000000000004,True
target_0.02_realistic,1.156,0.9684466019417476,0.8919902912621359,1.0820776699029129,0.8992000000000002,True
target_0.02_realistic,1.156,0.9684466019417476,0.9174757281553397,1.1049941747572816,0.8992000000000002,True
target_0.02_realistic,1.156,0.9684466019417476,0.9429611650485437,1.145549514563107,0.8330666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,0.9684466019417476,1.1510980582524273,0.7342666666666666,True
target_0.02_realistic,1.156,0.9684466019417476,0.9939320388349514,1.1698111650485437,0.7342666666666666,False
target_0.02_realistic,1.156,0.9684466019417476,1.0194174757281553,1.1583689320388348,0.6850666666666665,False
target_0.02_realistic,1.156,0.9684466019417476,1.0449029126213591,1.1525917475728158,0.5862666666666666,True
target_0.02_realistic,1.156,0.9684466019417476,1.070388349514563,1.1325669902912623,0.5536,True
target_0.02_realistic,1.156,0.9684466019417476,1.095873786407767,1.1702196601941748,0.5203333333333332,False
target_0.02_realistic,1.156,0.9684466019417476,1.1213592233009708,1.0369563106796118,0.38966666666666655,True
